Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,73.0 °F,51.1 °F,46%,29.83 in,10.0 mi,SW,16.1 mph,  -,N/A,	 ,Mostly Cloudy
1:53 AM,71.1 °F,52.0 °F,51%,29.81 in,10.0 mi,SSW,11.5 mph,  -,N/A,	 ,Mostly Cloudy
2:53 AM,71.1 °F,51.1 °F,49%,29.79 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
3:53 AM,66.9 °F,50.0 °F,54%,29.83 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,66.0 °F,50.0 °F,56%,29.87 in,10.0 mi,NNE,3.5 mph,  -,N/A,	 ,Scattered Clouds
5:53 AM,62.1 °F,50.0 °F,65%,29.91 in,10.0 mi,SSW,4.6 mph,  -,N/A,	 ,Scattered Clouds
6:53 AM,68.0 °F,52.0 °F,56%,29.90 in,10.0 mi,SW,9.2 mph,  -,N/A,	 ,Scattered Clouds
7:53 AM,73.0 °F,53.1 °F,49%,29.88 in,10.0 mi,SW,11.5 mph,  -,N/A,	 ,Scattered Clouds
8:53 AM,78.1 °F,52.0 °F,40%,29.87 in,10.0 mi,SW,12.7 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,84.0 °F,50.0 °F,31%,29.86 in,10.0 mi,SSW,9.2 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,87.1 °F,48.0 °F,26%,29.85 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,90.0 °F,45.0 °F,21%,29.83 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,91.0 °F,45.0 °F,20%,29.82 in,10.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,93.9 °F,45.0 °F,18%,29.79 in,10.0 mi,ENE,10.4 mph,  -,N/A,	 ,Scattered Clouds
2:53 PM,91.9 °F,44.1 °F,19%,29.78 in,10.0 mi,ESE,6.9 mph,  -,N/A,	 ,Scattered Clouds
3:53 PM,91.0 °F,44.1 °F,20%,29.78 in,10.0 mi,ESE,5.8 mph,  -,N/A,Thunderstorm,Thunderstorm
4:15 PM,75.9 °F,53.1 °F,45%,30.07 in,4.0 mi,West,26.5 mph,48.3 mph,N/A,"Rain
	,
Thunderstorm",Thunderstorms and Rain
4:51 PM,75.2 °F,55.4 °F,50%,30.10 in,10.0 mi,NNW,21.9 mph,34.5 mph,N/A,Thunderstorm,Mostly Cloudy
4:53 PM,75.0 °F,57.0 °F,53%,29.87 in,10.0 mi,NW,26.5 mph,34.5 mph,N/A,Thunderstorm,Mostly Cloudy
5:38 PM,75.0 °F,54.0 °F,48%,30.12 in,10.0 mi,NNW,21.9 mph,32.2 mph,N/A,	 ,Mostly Cloudy
5:53 PM,73.0 °F,55.9 °F,55%,29.93 in,10.0 mi,NNW,19.6 mph,26.5 mph,N/A,	 ,Mostly Cloudy
6:05 PM,72.0 °F,55.9 °F,57%,30.14 in,10.0 mi,NW,17.3 mph,  -,N/A,Thunderstorm,Mostly Cloudy
6:24 PM,72.0 °F,55.0 °F,55%,30.14 in,10.0 mi,NW,19.6 mph,26.5 mph,N/A,	 ,Mostly Cloudy
6:53 PM,73.0 °F,53.1 °F,49%,29.95 in,10.0 mi,NW,11.5 mph,  -,N/A,Thunderstorm,Mostly Cloudy
7:27 PM,73.0 °F,53.1 °F,49%,30.19 in,10.0 mi,NW,12.7 mph,  -,N/A,	 ,Overcast
7:53 PM,68.0 °F,55.9 °F,65%,29.93 in,8.0 mi,NNW,27.6 mph,  -,N/A,Rain,Light Rain
8:53 PM,66.9 °F,55.9 °F,68%,29.96 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
9:53 PM,66.9 °F,57.9 °F,73%,30.01 in,10.0 mi,ENE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
10:06 PM,66.9 °F,57.9 °F,73%,30.28 in,9.0 mi,North,15.0 mph,  -,N/A,Rain,Light Rain
10:53 PM,62.1 °F,57.9 °F,86%,30.05 in,10.0 mi,NNE,4.6 mph,  -,0.04 in,Rain,Light Rain
11:53 PM,62.1 °F,59.0 °F,90%,30.01 in,10.0 mi,SE,9.2 mph,  -,0.03 in,Rain,Light Rain
