Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
,,,,,,,,,,,
12:53 AM,53.1 °F,46.0 °F,77%,29.93 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Partly Cloudy
1:53 AM,55.0 °F,46.0 °F,72%,29.93 in,10.0 mi,SW,10.4 mph,  -,N/A,	 ,Partly Cloudy
2:53 AM,55.0 °F,46.0 °F,72%,29.96 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Scattered Clouds
3:53 AM,50.0 °F,45.0 °F,83%,30.02 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Mostly Cloudy
4:53 AM,55.0 °F,46.0 °F,72%,30.03 in,10.0 mi,WNW,8.1 mph,  -,N/A,	 ,Mostly Cloudy
5:53 AM,53.1 °F,46.9 °F,80%,30.07 in,10.0 mi,West,8.1 mph,  -,N/A,	 ,Mostly Cloudy
6:53 AM,57.0 °F,48.0 °F,72%,30.08 in,10.0 mi,SW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
7:53 AM,60.1 °F,48.9 °F,67%,30.10 in,10.0 mi,WNW,4.6 mph,  -,N/A,	 ,Scattered Clouds
8:53 AM,66.0 °F,48.9 °F,54%,30.08 in,10.0 mi,WNW,6.9 mph,  -,N/A,	 ,Scattered Clouds
9:53 AM,69.1 °F,48.9 °F,49%,30.09 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Scattered Clouds
10:53 AM,71.1 °F,48.9 °F,45%,30.07 in,10.0 mi,NNE,3.5 mph,  -,N/A,	 ,Scattered Clouds
11:53 AM,73.0 °F,48.9 °F,42%,30.06 in,10.0 mi,ENE,6.9 mph,  -,N/A,	 ,Scattered Clouds
12:53 PM,75.9 °F,50.0 °F,40%,30.04 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1:53 PM,75.9 °F,48.9 °F,38%,30.03 in,10.0 mi,NNE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
2:53 PM,77.0 °F,48.9 °F,37%,30.01 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Mostly Cloudy
3:53 PM,77.0 °F,48.9 °F,37%,30.02 in,10.0 mi,ENE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
4:53 PM,75.0 °F,50.0 °F,41%,30.01 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
5:08 PM,75.0 °F,50.0 °F,41%,30.20 in,10.0 mi,North,8.1 mph,  -,N/A,Thunderstorm,Mostly Cloudy
5:16 PM,75.0 °F,50.0 °F,41%,30.20 in,10.0 mi,NW,6.9 mph,  -,N/A,Thunderstorm,Thunderstorm
5:53 PM,73.9 °F,51.1 °F,45%,30.01 in,10.0 mi,East,8.1 mph,  -,N/A,Thunderstorm,Mostly Cloudy
6:17 PM,69.1 °F,50.0 °F,51%,30.19 in,10.0 mi,SSE,12.7 mph,  -,N/A,Thunderstorm,Mostly Cloudy
6:34 PM,70.0 °F,52.0 °F,53%,30.19 in,10.0 mi,SE,12.7 mph,  -,N/A,Thunderstorm,Thunderstorm
6:50 PM,69.8 °F,51.8 °F,53%,30.18 in,10.0 mi,SE,5.8 mph,  -,N/A,Thunderstorm,Mostly Cloudy
6:53 PM,71.1 °F,51.1 °F,49%,30.01 in,10.0 mi,ESE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
7:53 PM,66.9 °F,52.0 °F,59%,30.01 in,10.0 mi,SE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
8:53 PM,66.0 °F,51.1 °F,59%,30.02 in,10.0 mi,ESE,4.6 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,63.0 °F,53.1 °F,70%,30.06 in,10.0 mi,SSE,6.9 mph,  -,N/A,	 ,Overcast
10:09 PM,63.0 °F,54.0 °F,72%,30.25 in,10.0 mi,SE,8.1 mph,  -,N/A,Thunderstorm,Thunderstorm
10:27 PM,63.0 °F,55.0 °F,75%,30.25 in,10.0 mi,SE,9.2 mph,  -,N/A,Thunderstorm,Overcast
10:53 PM,62.1 °F,54.0 °F,75%,30.04 in,10.0 mi,SSE,10.4 mph,  -,N/A,Thunderstorm,Overcast
11:23 PM,62.1 °F,54.0 °F,75%,30.26 in,10.0 mi,South,10.4 mph,  -,N/A,Thunderstorm,Thunderstorm
11:33 PM,63.0 °F,54.0 °F,72%,30.27 in,10.0 mi,SSW,11.5 mph,  -,N/A,Thunderstorm,Mostly Cloudy
11:42 PM,63.0 °F,54.0 °F,72%,30.26 in,10.0 mi,SSW,15.0 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,63.0 °F,54.0 °F,72%,30.05 in,10.0 mi,SSW,13.8 mph,  -,N/A,	 ,Mostly Cloudy
